,index,Num,Fecha,Longitud,Latitud,Polaridad,Magnitud,Corriente
28192,28192,28192,2018-04-25 00:58:19.557,-73.6592,6.5715,-1,8.6,-8.6
28193,28193,28193,2018-04-25 00:58:20.397,-73.8074,6.4944,1,5.4,5.4
28194,28194,28194,2018-04-25 00:58:20.797,-73.8212,6.5,-1,7.7,-7.7
28195,28195,28195,2018-04-25 00:58:23.300,-73.6409,6.604,1,9.0,9.0
28196,28196,28196,2018-04-25 00:58:23.323,-73.6416,6.5964,-1,19.8,-19.8
28197,28197,28197,2018-04-25 00:58:23.377,-73.6393,6.5979,-1,26.5,-26.5
28198,28198,28198,2018-04-25 00:58:23.397,-73.6414,6.597,-1,7.9,-7.9
28199,28199,28199,2018-04-25 00:58:23.970,-73.6457,6.5952,-1,33.7,-33.7
28200,28200,28200,2018-04-25 00:58:24.070,-73.6453,6.5949,-1,5.4,-5.4
28201,28201,28201,2018-04-25 00:58:24.317,-73.6446,6.5957,-1,12.1,-12.1
28202,28202,28202,2018-04-25 00:58:26.900,-74.0947,6.3637,1,7.1,7.1
28203,28203,28203,2018-04-25 00:58:26.907,-74.1006,6.3568,1,5.5,5.5
28204,28204,28204,2018-04-25 00:58:27.090,-74.1023,6.3589,-1,11.9,-11.9
28205,28205,28205,2018-04-25 00:58:27.103,-74.1019,6.3617,1,5.8,5.8
28206,28206,28206,2018-04-25 00:58:28.093,-73.7419,6.5337,-1,9.1,-9.1
28207,28207,28207,2018-04-25 00:58:28.107,-73.7354,6.4414,1,4.2,4.2
28208,28208,28208,2018-04-25 00:58:29.453,-73.7279,6.4857,-1,6.5,-6.5
28209,28209,28209,2018-04-25 00:58:29.757,-73.6999,6.5072,1,7.9,7.9
28210,28210,28210,2018-04-25 00:58:30.660,-74.2075,6.7607,1,5.7,5.7
28211,28211,28211,2018-04-25 00:58:31.637,-73.7173,6.6113,-1,5.6,-5.6
28212,28212,28212,2018-04-25 00:58:32.460,-73.7069,6.4739,1,5.2,5.2
28213,28213,28213,2018-04-25 00:58:34.677,-73.7642,6.4705,-1,10.7,-10.7
28214,28214,28214,2018-04-25 00:58:34.697,-73.7562,6.4725,-1,5.8,-5.8
28215,28215,28215,2018-04-25 00:58:34.817,-73.7055,6.531,-1,5.1,-5.1
28216,28216,28216,2018-04-25 00:58:35.843,-73.6477,6.4778,-1,7.0,-7.0
28217,28217,28217,2018-04-25 00:58:37.750,-73.7333,6.4999,-1,9.2,-9.2
28218,28218,28218,2018-04-25 00:58:37.767,-73.7211,6.491,-1,4.9,-4.9
28219,28219,28219,2018-04-25 00:58:41.587,-73.914,6.4208,1,26.4,26.4
28220,28220,28220,2018-04-25 00:58:42.403,-73.7413,6.5089,-1,5.1,-5.1
28221,28221,28221,2018-04-25 00:58:42.847,-73.6384,6.6126,-1,9.9,-9.9
28222,28222,28222,2018-04-25 00:58:43.050,-73.6615,6.6261,-1,5.7,-5.7
28223,28223,28223,2018-04-25 00:58:43.227,-73.6421,6.6356,-1,6.5,-6.5
28224,28224,28224,2018-04-25 00:58:45.247,-73.7742,6.3746,-1,6.1,-6.1
28225,28225,28225,2018-04-25 00:58:45.333,-73.7812,6.3728,-1,17.8,-17.8
28226,28226,28226,2018-04-25 00:58:47.693,-73.6391,6.6014,1,5.7,5.7
28227,28227,28227,2018-04-25 00:58:47.713,-73.6336,6.6075,-1,29.3,-29.3
28228,28228,28228,2018-04-25 00:58:47.737,-73.631,6.6068,-1,8.4,-8.4
28229,28229,28229,2018-04-25 00:58:47.777,-73.6345,6.6054,-1,44.7,-44.7
28230,28230,28230,2018-04-25 00:58:47.890,-73.6451,6.5895,-1,36.3,-36.3
28231,28231,28231,2018-04-25 00:58:47.930,-73.6385,6.6014,-1,5.9,-5.9
28232,28232,28232,2018-04-25 00:58:48.037,-73.645,6.5905,-1,41.0,-41.0
28233,28233,28233,2018-04-25 00:58:48.040,-73.6409,6.6003,-1,10.0,-10.0
28234,28234,28234,2018-04-25 00:58:48.227,-73.6453,6.591,-1,30.8,-30.8
28235,28235,28235,2018-04-25 00:58:48.277,-73.6454,6.5896,-1,10.2,-10.2
28236,28236,28236,2018-04-25 00:58:48.410,-73.6463,6.59,-1,13.5,-13.5
28237,28237,28237,2018-04-25 00:58:48.553,-73.6487,6.59,-1,11.6,-11.6
28238,28238,28238,2018-04-25 00:58:48.697,-73.6442,6.591,-1,10.9,-10.9
28239,28239,28239,2018-04-25 00:58:48.887,-73.6447,6.59,-1,6.2,-6.2
28240,28240,28240,2018-04-25 00:58:49.137,-73.7721,6.4891,-1,12.3,-12.3
28241,28241,28241,2018-04-25 00:58:51.183,-73.6828,6.4552,1,3.3,3.3
28242,28242,28242,2018-04-25 00:58:53.083,-73.7166,6.5305,-1,12.8,-12.8
28243,28243,28243,2018-04-25 00:58:53.697,-73.7976,6.5662,-1,4.8,-4.8
28244,28244,28244,2018-04-25 00:58:53.753,-73.7748,6.5731,-1,6.6,-6.6
28245,28245,28245,2018-04-25 00:58:53.877,-74.1274,6.3883,1,5.5,5.5
28246,28246,28246,2018-04-25 00:58:54.007,-73.9073,6.4089,1,4.9,4.9
28247,28247,28247,2018-04-25 00:58:54.043,-74.0883,6.3549,1,4.6,4.6
28248,28248,28248,2018-04-25 00:58:54.117,-74.1539,6.3595,-1,8.9,-8.9
28249,28249,28249,2018-04-25 00:58:54.353,-73.65,6.4486,1,8.1,8.1
28250,28250,28250,2018-04-25 00:58:54.593,-74.1232,6.3872,-1,5.8,-5.8
28251,28251,28251,2018-04-25 00:58:57.477,-73.7022,6.4262,1,5.3,5.3
28252,28252,28252,2018-04-25 00:58:58.503,-73.6476,6.6441,-1,11.7,-11.7
28253,28253,28253,2018-04-25 00:58:58.643,-73.7428,6.5156,-1,6.1,-6.1
28254,28254,28254,2018-04-25 00:58:58.767,-73.833,6.5042,1,29.7,29.7
28255,28255,28255,2018-04-25 00:59:00.027,-73.7271,6.4786,-1,8.4,-8.4
28256,28256,28256,2018-04-25 00:59:00.077,-73.7313,6.4805,-1,6.4,-6.4
28257,28257,28257,2018-04-25 00:59:00.157,-73.7517,6.4684,-1,13.7,-13.7
28258,28258,28258,2018-04-25 00:59:00.220,-73.7562,6.4705,-1,27.2,-27.2
28259,28259,28259,2018-04-25 00:59:00.283,-73.7493,6.4702,-1,27.1,-27.1
28260,28260,28260,2018-04-25 00:59:00.330,-73.7523,6.4687,-1,11.5,-11.5
28261,28261,28261,2018-04-25 00:59:00.453,-73.7544,6.4676,-1,9.8,-9.8
28262,28262,28262,2018-04-25 00:59:00.600,-73.7559,6.4669,-1,5.5,-5.5
28263,28263,28263,2018-04-25 00:59:04.247,-73.933,6.4321,-1,6.0,-6.0
28264,28264,28264,2018-04-25 00:59:04.397,-73.9356,6.43,-1,10.1,-10.1
28265,28265,28265,2018-04-25 00:59:04.833,-73.6414,6.6498,-1,7.4,-7.4
28266,28266,28266,2018-04-25 00:59:06.003,-73.7716,6.3866,-1,7.0,-7.0
28267,28267,28267,2018-04-25 00:59:06.083,-73.7763,6.4768,-1,6.1,-6.1
28268,28268,28268,2018-04-25 00:59:06.633,-74.2413,6.9764,1,8.4,8.4
28269,28269,28269,2018-04-25 00:59:06.657,-74.0699,6.797,1,4.5,4.5
28270,28270,28270,2018-04-25 00:59:07.737,-73.7532,6.4982,-1,4.6,-4.6
28271,28271,28271,2018-04-25 00:59:07.960,-73.7084,6.5488,-1,5.5,-5.5
28272,28272,28272,2018-04-25 00:59:09.777,-73.796,6.5006,-1,5.7,-5.7
28273,28273,28273,2018-04-25 00:59:11.160,-73.6742,6.4523,-1,7.1,-7.1
28274,28274,28274,2018-04-25 00:59:12.610,-74.0252,6.3918,1,5.5,5.5
28275,28275,28275,2018-04-25 00:59:12.623,-73.7476,6.4477,-1,41.3,-41.3
28276,28276,28276,2018-04-25 00:59:12.643,-73.751,6.4472,-1,4.2,-4.2
28277,28277,28277,2018-04-25 00:59:12.657,-73.7484,6.448,-1,5.7,-5.7
28278,28278,28278,2018-04-25 00:59:12.673,-73.7494,6.4466,-1,5.6,-5.6
28279,28279,28279,2018-04-25 00:59:12.690,-73.7488,6.4472,-1,10.1,-10.1
28280,28280,28280,2018-04-25 00:59:12.710,-73.7479,6.4476,-1,8.1,-8.1
28281,28281,28281,2018-04-25 00:59:12.713,-73.7393,6.4598,-1,9.0,-9.0
28282,28282,28282,2018-04-25 00:59:12.730,-73.7481,6.4472,-1,7.8,-7.8
28283,28283,28283,2018-04-25 00:59:12.813,-74.0273,6.3948,-1,7.9,-7.9
28284,28284,28284,2018-04-25 00:59:13.003,-73.7484,6.4478,-1,23.7,-23.7
28285,28285,28285,2018-04-25 00:59:20.280,-73.6649,6.4871,-1,6.0,-6.0
28286,28286,28286,2018-04-25 00:59:20.677,-73.7654,6.6008,1,5.8,5.8
28287,28287,28287,2018-04-25 00:59:20.707,-73.776,6.5959,1,8.4,8.4
28288,28288,28288,2018-04-25 00:59:21.143,-73.7309,6.4812,-1,9.2,-9.2
28289,28289,28289,2018-04-25 00:59:21.677,-73.6907,6.5316,-1,5.9,-5.9
28290,28290,28290,2018-04-25 00:59:23.123,-73.9054,6.4213,-1,7.3,-7.3
28291,28291,28291,2018-04-25 00:59:24.040,-73.6472,6.5102,-1,4.7,-4.7
28292,28292,28292,2018-04-25 00:59:24.757,-73.6347,6.6012,-1,27.1,-27.1
28293,28293,28293,2018-04-25 00:59:24.840,-73.635,6.6006,-1,36.0,-36.0
28294,28294,28294,2018-04-25 00:59:24.887,-73.6353,6.5986,-1,10.8,-10.8
28295,28295,28295,2018-04-25 00:59:24.910,-73.7353,6.5102,-1,9.3,-9.3
28296,28296,28296,2018-04-25 00:59:24.970,-73.6347,6.5976,-1,30.3,-30.3
28297,28297,28297,2018-04-25 00:59:25.080,-73.6352,6.5981,-1,25.0,-25.0
28298,28298,28298,2018-04-25 00:59:25.113,-73.6372,6.5971,-1,10.9,-10.9
28299,28299,28299,2018-04-25 00:59:25.143,-73.636,6.5967,-1,8.7,-8.7
28300,28300,28300,2018-04-25 00:59:25.433,-73.6362,6.5966,-1,16.9,-16.9
28301,28301,28301,2018-04-25 00:59:25.527,-73.6373,6.5963,-1,8.9,-8.9
28302,28302,28302,2018-04-25 00:59:26.820,-74.309,6.3499,-1,8.9,-8.9
28303,28303,28303,2018-04-25 00:59:26.833,-73.7648,6.4704,-1,8.6,-8.6
28304,28304,28304,2018-04-25 00:59:27.583,-73.7039,6.426,-1,9.8,-9.8
28305,28305,28305,2018-04-25 00:59:27.637,-73.701,6.4525,-1,7.4,-7.4
28306,28306,28306,2018-04-25 00:59:27.697,-73.7115,6.4633,-1,13.9,-13.9
28307,28307,28307,2018-04-25 00:59:28.543,-74.1041,6.3636,1,5.9,5.9
28308,28308,28308,2018-04-25 00:59:28.667,-74.1093,6.3588,1,3.9,3.9
28309,28309,28309,2018-04-25 00:59:29.230,-73.7737,6.4825,1,4.7,4.7
28310,28310,28310,2018-04-25 00:59:29.483,-73.8421,6.4643,-1,4.9,-4.9
28311,28311,28311,2018-04-25 00:59:30.000,-73.6508,6.5899,1,5.3,5.3
28312,28312,28312,2018-04-25 00:59:30.123,-73.7514,6.545,-1,4.6,-4.6
28313,28313,28313,2018-04-25 00:59:32.937,-73.9051,6.4227,1,11.0,11.0
28314,28314,28314,2018-04-25 00:59:32.957,-73.9009,6.4271,-1,27.8,-27.8
28315,28315,28315,2018-04-25 00:59:32.997,-73.9005,6.4265,-1,22.8,-22.8
28316,28316,28316,2018-04-25 00:59:33.073,-73.891,6.3923,-1,15.6,-15.6
28317,28317,28317,2018-04-25 00:59:33.187,-73.7114,6.4842,1,3.5,3.5
28318,28318,28318,2018-04-25 00:59:35.017,-73.703,6.5173,1,5.0,5.0
28319,28319,28319,2018-04-25 00:59:37.643,-73.7557,6.4867,-1,6.7,-6.7
28320,28320,28320,2018-04-25 00:59:37.657,-73.7999,6.5556,1,5.1,5.1
28321,28321,28321,2018-04-25 00:59:39.863,-74.0655,6.4437,-1,5.9,-5.9
28322,28322,28322,2018-04-25 00:59:39.870,-74.0276,6.4362,-1,7.3,-7.3
28323,28323,28323,2018-04-25 00:59:40.430,-74.0915,6.4324,-1,23.0,-23.0
28324,28324,28324,2018-04-25 00:59:40.527,-73.7277,6.526,-1,5.5,-5.5
28325,28325,28325,2018-04-25 00:59:46.237,-73.641,6.5149,-1,5.1,-5.1
28326,28326,28326,2018-04-25 00:59:46.260,-73.6399,6.5167,-1,5.0,-5.0
28327,28327,28327,2018-04-25 00:59:46.807,-73.7389,6.4962,-1,30.1,-30.1
28328,28328,28328,2018-04-25 00:59:46.893,-73.7354,6.4954,-1,15.7,-15.7
28329,28329,28329,2018-04-25 00:59:46.923,-73.7111,6.5005,-1,5.8,-5.8
28330,28330,28330,2018-04-25 00:59:47.003,-73.7351,6.4955,-1,38.2,-38.2
28331,28331,28331,2018-04-25 00:59:48.097,-73.7059,6.4952,1,6.1,6.1
28332,28332,28332,2018-04-25 00:59:48.603,-73.7528,6.4913,-1,5.4,-5.4
28333,28333,28333,2018-04-25 00:59:48.653,-73.751,6.4924,-1,5.7,-5.7
28334,28334,28334,2018-04-25 00:59:48.867,-73.7524,6.4921,-1,5.8,-5.8
28335,28335,28335,2018-04-25 00:59:48.923,-73.7529,6.4927,-1,7.3,-7.3
28336,28336,28336,2018-04-25 00:59:49.853,-73.7232,6.5116,1,5.4,5.4
28337,28337,28337,2018-04-25 00:59:51.063,-73.6436,6.5963,1,5.1,5.1
28338,28338,28338,2018-04-25 00:59:52.903,-73.7714,6.57,-1,7.1,-7.1
28339,28339,28339,2018-04-25 00:59:52.930,-73.7623,6.5615,1,5.0,5.0
28340,28340,28340,2018-04-25 00:59:53.353,-73.6893,6.4322,1,3.3,3.3
28341,28341,28341,2018-04-25 00:59:53.373,-73.6904,6.4334,1,6.8,6.8
28342,28342,28342,2018-04-25 00:59:53.660,-73.6838,6.4577,-1,12.9,-12.9
28343,28343,28343,2018-04-25 00:59:55.920,-73.6818,6.5223,-1,4.5,-4.5
28344,28344,28344,2018-04-25 00:59:57.310,-73.8996,6.4331,1,5.9,5.9
28345,28345,28345,2018-04-25 00:59:57.673,-73.7553,6.5031,1,4.2,4.2
28346,28346,28346,2018-04-25 00:59:57.850,-73.7521,6.5091,-1,5.6,-5.6
28347,28347,28347,2018-04-25 00:59:57.867,-73.6784,6.683,-1,5.7,-5.7
28348,28348,28348,2018-04-25 00:59:59.877,-73.7053,6.5095,-1,8.1,-8.1
28349,28349,28349,2018-04-25 01:00:01.783,-73.7346,6.622,-1,5.2,-5.2
28350,28350,28350,2018-04-25 01:00:03.997,-73.6431,6.6026,1,8.1,8.1
28351,28351,28351,2018-04-25 01:00:04.010,-73.6384,6.6037,-1,8.7,-8.7
28352,28352,28352,2018-04-25 01:00:04.113,-73.7395,6.5052,1,12.1,12.1
28353,28353,28353,2018-04-25 01:00:08.513,-73.7024,6.4314,1,5.7,5.7
28354,28354,28354,2018-04-25 01:00:08.687,-73.7645,6.5494,-1,6.9,-6.9
28355,28355,28355,2018-04-25 01:00:09.270,-73.7149,6.505,1,4.8,4.8
28356,28356,28356,2018-04-25 01:00:10.040,-73.6326,6.6048,-1,27.7,-27.7
28357,28357,28357,2018-04-25 01:00:10.067,-73.6373,6.6024,-1,10.6,-10.6
28358,28358,28358,2018-04-25 01:00:10.157,-73.6356,6.6082,-1,25.5,-25.5
28359,28359,28359,2018-04-25 01:00:10.213,-73.6368,6.6082,-1,24.9,-24.9
28360,28360,28360,2018-04-25 01:00:10.277,-73.633,6.607,-1,25.8,-25.8
28361,28361,28361,2018-04-25 01:00:10.333,-73.7102,6.5411,-1,6.6,-6.6
28362,28362,28362,2018-04-25 01:00:10.383,-73.6365,6.6077,-1,27.6,-27.6
28363,28363,28363,2018-04-25 01:00:10.547,-73.6412,6.6076,-1,8.6,-8.6
28364,28364,28364,2018-04-25 01:00:10.747,-73.6366,6.6087,-1,8.1,-8.1
28365,28365,28365,2018-04-25 01:00:10.850,-73.638,6.6082,-1,8.2,-8.2
28366,28366,28366,2018-04-25 01:00:11.060,-73.7999,6.4605,1,7.4,7.4
28367,28367,28367,2018-04-25 01:00:11.090,-73.7879,6.462,-1,14.9,-14.9
28368,28368,28368,2018-04-25 01:00:11.140,-73.7837,6.4731,-1,22.7,-22.7
28369,28369,28369,2018-04-25 01:00:11.250,-73.8093,6.4668,-1,40.7,-40.7
28370,28370,28370,2018-04-25 01:00:13.803,-73.7649,6.5325,1,9.3,9.3
28371,28371,28371,2018-04-25 01:00:13.883,-73.758,6.5022,1,7.5,7.5
28372,28372,28372,2018-04-25 01:00:14.910,-73.6785,6.5159,-1,5.3,-5.3
28373,28373,28373,2018-04-25 01:00:15.183,-73.6458,6.6206,-1,9.6,-9.6
28374,28374,28374,2018-04-25 01:00:17.680,-73.7218,6.4927,-1,5.6,-5.6
28375,28375,28375,2018-04-25 01:00:18.327,-73.706,6.4972,1,6.8,6.8
28376,28376,28376,2018-04-25 01:00:19.063,-73.7481,6.5012,-1,4.5,-4.5
28377,28377,28377,2018-04-25 01:00:19.253,-73.79,6.5512,-1,5.2,-5.2
28378,28378,28378,2018-04-25 01:00:23.193,-73.8946,6.4582,-1,4.6,-4.6
28379,28379,28379,2018-04-25 01:00:24.970,-73.7061,6.4421,-1,9.5,-9.5
28380,28380,28380,2018-04-25 01:00:25.040,-73.7044,6.4443,-1,4.6,-4.6
28381,28381,28381,2018-04-25 01:00:25.160,-73.7267,6.4476,1,8.1,8.1
28382,28382,28382,2018-04-25 01:00:26.977,-73.7489,6.476,-1,9.2,-9.2
28383,28383,28383,2018-04-25 01:00:28.757,-74.1008,6.3691,1,8.4,8.4
28384,28384,28384,2018-04-25 01:00:29.890,-73.6775,6.4899,-1,5.9,-5.9
28385,28385,28385,2018-04-25 01:00:30.977,-73.7596,6.4234,-1,4.9,-4.9
28386,28386,28386,2018-04-25 01:00:32.840,-73.7177,6.5234,1,4.8,4.8
28387,28387,28387,2018-04-25 01:00:32.850,-73.6255,6.4858,-1,4.7,-4.7
28388,28388,28388,2018-04-25 01:00:37.377,-74.3347,6.677,-1,20.6,-20.6
28389,28389,28389,2018-04-25 01:00:37.377,-74.3362,6.6817,1,6.7,6.7
28390,28390,28390,2018-04-25 01:00:37.383,-74.3385,6.6761,1,3.5,3.5
28391,28391,28391,2018-04-25 01:00:37.790,-73.7851,6.5038,-1,5.1,-5.1
28392,28392,28392,2018-04-25 01:00:37.810,-73.7779,6.5031,-1,5.5,-5.5
28393,28393,28393,2018-04-25 01:00:38.003,-73.7791,6.5053,-1,6.7,-6.7
28394,28394,28394,2018-04-25 01:00:38.277,-73.7775,6.5095,-1,6.9,-6.9
28395,28395,28395,2018-04-25 01:00:39.330,-73.7353,6.5015,-1,6.2,-6.2
28396,28396,28396,2018-04-25 01:00:39.930,-73.7192,6.5222,-1,6.3,-6.3
28397,28397,28397,2018-04-25 01:00:40.033,-73.704,6.5294,1,5.1,5.1
28398,28398,28398,2018-04-25 01:00:40.363,-73.7539,6.4864,-1,5.5,-5.5
28399,28399,28399,2018-04-25 01:00:43.380,-73.721,6.5056,-1,10.5,-10.5
28400,28400,28400,2018-04-25 01:00:43.420,-73.7145,6.5057,-1,11.3,-11.3
28401,28401,28401,2018-04-25 01:00:43.813,-73.7783,6.533,-1,4.6,-4.6
28402,28402,28402,2018-04-25 01:00:43.970,-73.7883,6.4759,-1,5.7,-5.7
28403,28403,28403,2018-04-25 01:00:46.230,-73.759,6.4926,1,5.2,5.2
28404,28404,28404,2018-04-25 01:00:47.193,-73.7141,6.4948,-1,6.8,-6.8
28405,28405,28405,2018-04-25 01:00:47.277,-73.7079,6.4939,1,8.1,8.1
28406,28406,28406,2018-04-25 01:00:47.483,-73.7244,6.4739,-1,6.5,-6.5
28407,28407,28407,2018-04-25 01:00:49.953,-73.8683,6.4974,1,5.6,5.6
28408,28408,28408,2018-04-25 01:00:49.997,-73.7339,6.4886,1,7.1,7.1
28409,28409,28409,2018-04-25 01:00:52.030,-73.6719,6.5897,-1,10.7,-10.7
28410,28410,28410,2018-04-25 01:00:52.067,-73.6714,6.5894,-1,9.4,-9.4
28411,28411,28411,2018-04-25 01:00:53.097,-73.626,6.4594,-1,5.6,-5.6
28412,28412,28412,2018-04-25 01:00:53.197,-73.6506,6.4569,1,6.2,6.2
28413,28413,28413,2018-04-25 01:00:53.830,-73.7211,6.4931,-1,21.4,-21.4
28414,28414,28414,2018-04-25 01:00:53.853,-73.7386,6.4888,1,5.4,5.4
28415,28415,28415,2018-04-25 01:00:53.860,-73.7379,6.4669,-1,11.0,-11.0
28416,28416,28416,2018-04-25 01:00:53.940,-73.7659,6.4651,-1,18.4,-18.4
28417,28417,28417,2018-04-25 01:00:54.037,-73.7335,6.4847,-1,22.8,-22.8
28418,28418,28418,2018-04-25 01:00:54.140,-73.7351,6.4853,-1,21.0,-21.0
28419,28419,28419,2018-04-25 01:00:54.140,-73.7264,6.4789,-1,5.9,-5.9
28420,28420,28420,2018-04-25 01:00:54.147,-73.7161,6.5035,1,6.2,6.2
28421,28421,28421,2018-04-25 01:00:54.207,-73.7334,6.4865,-1,34.3,-34.3
28422,28422,28422,2018-04-25 01:00:54.290,-73.7329,6.4855,-1,19.2,-19.2
28423,28423,28423,2018-04-25 01:00:54.353,-73.7336,6.4863,-1,22.4,-22.4
28424,28424,28424,2018-04-25 01:00:54.433,-73.7324,6.4858,-1,15.7,-15.7
28425,28425,28425,2018-04-25 01:00:54.490,-73.7322,6.4851,-1,5.8,-5.8
28426,28426,28426,2018-04-25 01:00:55.723,-73.7506,6.504,-1,6.8,-6.8
28427,28427,28427,2018-04-25 01:00:56.057,-73.7485,6.4969,-1,7.6,-7.6
28428,28428,28428,2018-04-25 01:00:56.267,-73.746,6.4978,-1,4.5,-4.5
28429,28429,28429,2018-04-25 01:00:57.900,-73.6964,6.4288,-1,7.4,-7.4
28430,28430,28430,2018-04-25 01:00:58.340,-73.7377,6.484,-1,5.1,-5.1
28431,28431,28431,2018-04-25 01:00:58.427,-73.8532,6.4857,-1,15.1,-15.1
28432,28432,28432,2018-04-25 01:00:59.220,-74.0925,6.376,1,4.7,4.7
28433,28433,28433,2018-04-25 01:01:00.497,-73.8025,6.4626,-1,5.6,-5.6
28434,28434,28434,2018-04-25 01:01:02.433,-73.717,6.5096,-1,13.7,-13.7
28435,28435,28435,2018-04-25 01:01:02.927,-73.6984,6.4236,1,11.6,11.6
28436,28436,28436,2018-04-25 01:01:03.067,-73.6974,6.4085,1,7.0,7.0
28437,28437,28437,2018-04-25 01:01:03.137,-73.6966,6.4244,1,6.1,6.1
28438,28438,28438,2018-04-25 01:01:04.033,-73.7766,6.5743,1,6.0,6.0
28439,28439,28439,2018-04-25 01:01:04.590,-73.9144,6.4124,1,5.0,5.0
28440,28440,28440,2018-04-25 01:01:04.593,-73.9169,6.4119,1,5.0,5.0
28441,28441,28441,2018-04-25 01:01:05.133,-73.9475,6.3903,-1,5.9,-5.9
28442,28442,28442,2018-04-25 01:01:05.153,-73.9463,6.3916,-1,17.4,-17.4
28443,28443,28443,2018-04-25 01:01:05.273,-73.7569,6.4989,1,4.3,4.3
28444,28444,28444,2018-04-25 01:01:05.310,-73.7558,6.4883,-1,6.6,-6.6
28445,28445,28445,2018-04-25 01:01:06.040,-73.6358,6.6047,-1,6.5,-6.5
28446,28446,28446,2018-04-25 01:01:06.803,-73.6523,6.4616,-1,5.1,-5.1
28447,28447,28447,2018-04-25 01:01:08.827,-73.6971,6.4255,1,5.6,5.6
28448,28448,28448,2018-04-25 01:01:09.800,-73.6394,6.6047,-1,5.0,-5.0
28449,28449,28449,2018-04-25 01:01:10.577,-73.7489,6.5163,-1,6.6,-6.6
28450,28450,28450,2018-04-25 01:01:12.903,-73.6647,6.6143,1,5.0,5.0
28451,28451,28451,2018-04-25 01:01:15.010,-73.7359,6.5037,1,4.9,4.9
28452,28452,28452,2018-04-25 01:01:15.020,-73.7331,6.4883,-1,5.1,-5.1
28453,28453,28453,2018-04-25 01:01:16.563,-73.7751,6.5058,-1,5.0,-5.0
28454,28454,28454,2018-04-25 01:01:16.687,-73.8063,6.5018,-1,4.3,-4.3
28455,28455,28455,2018-04-25 01:01:18.470,-74.1969,6.6112,1,11.8,11.8
28456,28456,28456,2018-04-25 01:01:18.700,-74.2061,6.6285,-1,6.6,-6.6
28457,28457,28457,2018-04-25 01:01:18.797,-73.7208,6.5492,-1,5.4,-5.4
28458,28458,28458,2018-04-25 01:01:21.073,-73.6978,6.4291,1,4.9,4.9
28459,28459,28459,2018-04-25 01:01:21.077,-73.6786,6.4498,-1,9.0,-9.0
28460,28460,28460,2018-04-25 01:01:21.223,-73.692,6.4238,1,4.1,4.1
28461,28461,28461,2018-04-25 01:01:23.063,-73.7087,6.3857,1,7.4,7.4
28462,28462,28462,2018-04-25 01:01:23.093,-74.3129,6.3509,-1,7.6,-7.6
28463,28463,28463,2018-04-25 01:01:24.597,-74.0857,6.4424,1,4.7,4.7
28464,28464,28464,2018-04-25 01:01:24.613,-74.0984,6.4515,-1,4.6,-4.6
28465,28465,28465,2018-04-25 01:01:26.187,-73.6299,6.5918,1,5.0,5.0
28466,28466,28466,2018-04-25 01:01:29.153,-73.7452,6.5749,1,6.9,6.9
28467,28467,28467,2018-04-25 01:01:30.723,-73.6977,6.5075,-1,10.2,-10.2
28468,28468,28468,2018-04-25 01:01:32.337,-73.7297,6.4887,-1,12.7,-12.7
28469,28469,28469,2018-04-25 01:01:32.390,-73.7374,6.5057,1,4.8,4.8
28470,28470,28470,2018-04-25 01:01:32.930,-73.9092,6.4182,-1,8.9,-8.9
28471,28471,28471,2018-04-25 01:01:33.467,-73.9004,6.4262,-1,5.1,-5.1
28472,28472,28472,2018-04-25 01:01:33.647,-74.0854,6.362,1,5.0,5.0
28473,28473,28473,2018-04-25 01:01:33.683,-73.6389,6.6083,-1,5.7,-5.7
28474,28474,28474,2018-04-25 01:01:33.837,-73.6388,6.6068,-1,4.9,-4.9
28475,28475,28475,2018-04-25 01:01:34.167,-73.7856,6.377,-1,79.1,-79.1
28476,28476,28476,2018-04-25 01:01:34.190,-73.7628,6.3715,1,14.7,14.7
28477,28477,28477,2018-04-25 01:01:34.227,-73.7658,6.3736,-1,17.7,-17.7
28478,28478,28478,2018-04-25 01:01:34.250,-73.7671,6.3733,-1,8.9,-8.9
28479,28479,28479,2018-04-25 01:01:34.493,-73.7675,6.3742,-1,11.3,-11.3
28480,28480,28480,2018-04-25 01:01:36.040,-73.7423,6.4848,-1,13.3,-13.3
28481,28481,28481,2018-04-25 01:01:36.987,-73.7037,6.5232,1,5.9,5.9
28482,28482,28482,2018-04-25 01:01:38.477,-73.702,6.4021,1,5.4,5.4
28483,28483,28483,2018-04-25 01:01:46.547,-73.7826,6.4959,-1,8.7,-8.7
28484,28484,28484,2018-04-25 01:01:46.613,-73.7639,6.4864,1,8.0,8.0
28485,28485,28485,2018-04-25 01:01:47.790,-73.7173,6.5245,-1,9.8,-9.8
28486,28486,28486,2018-04-25 01:01:49.533,-73.7387,6.4864,-1,13.4,-13.4
28487,28487,28487,2018-04-25 01:01:49.623,-73.7365,6.492,1,6.6,6.6
28488,28488,28488,2018-04-25 01:01:50.683,-73.6474,6.5965,-1,5.1,-5.1
28489,28489,28489,2018-04-25 01:01:50.800,-73.6528,6.5982,-1,4.0,-4.0
28490,28490,28490,2018-04-25 01:01:50.927,-74.0992,6.3699,-1,11.9,-11.9
28491,28491,28491,2018-04-25 01:01:51.147,-73.8036,6.5598,-1,4.9,-4.9
28492,28492,28492,2018-04-25 01:01:51.187,-74.107,6.3669,-1,29.5,-29.5
28493,28493,28493,2018-04-25 01:01:51.247,-74.1027,6.3652,-1,19.8,-19.8
